0001,,,00,E0,,,,,DHITOK,EQU,$E1,HIGHEST 1.1 DISK TOKEN
0002,,,00,32,,,,,CYEAR,EQU,'2',
0003,,,,,,,,,*,,,
0004,,,,,,,,,*,,,
0005,,,,,,,,,*,,,
0006,,,,,,,,,**,,,
0007,,,,,,,,,**** FILE ALLOCATION TABLE FORMAT,,,
0008,,,,,,,,,**,,,
0009,,,,,,,,,*,,,
0010,,,,,,,,,* THE FILE ALLOCATION TABLE (FAT) CONTAINS THE STATUS OF THE GRANULES ON A DISKETTE.,,,
0011,,,,,,,,,* THE FAT CONTAINS 6 CONTROL BYTES FOLLOWED BY 68 DATA BYTES (ONE PER GRANULE). ONLY THE,,,
0012,,,,,,,,,* FIRST TWO OF THE SIX CONTROL BYTES ARE USED. A VALUE OF $FF IS SAVED IN UNALLOCATED,,,
0013,,,,,,,,,"* GRANULES. IF BITS 6 & 7 OF THE DATA BYTE ARE SET, THE GRANULE IS THE LAST GRANULE",,,
0014,,,,,,,,,* IN A FILE AND BITS 0-5 ARE THE NUMBER OF USED SECTORS IN THAT GRANULE. IF BITS 6 & 7,,,
0015,,,,,,,,,"* ARE NOT SET, THE DATA BYTE CONTAINS THE NUMBER OF THE NEXT GRANULE IN THE FILE.",,,
0016,,,,,,,,,,,,
0017,,,,,,,,,* OFFSETS TO FAT CONTROL BYTES,,,
0018,,,00,00,,,,,FAT0,EQU,0,ACTIVE FILE COUNTER : DISK TO RAM FAT IMAGE DISABLE
0019,,,00,01,,,,,FAT1,EQU,1,"VALID DATA FLAG: 0=DISK DATA VALID, <> 0 = NEW FAT"
0020,,,,,,,,,*,,,DATA - DISK DATA INVALID
0021,,,,,,,,,*,,2 TO 5,NOT USED
0022,,,00,06,,,,,FATCON,EQU,6,OFFSET TO START OF FAT DATA (68 BYTES)
0023,,,,,,,,,*,,,
0024,,,,,,,,,**,,,
0025,,,,,,,,,**** DIRECTORY ENTRY FORMAT,,,
0026,,,,,,,,,**,,,
0027,,,,,,,,,*,,,
0028,,,,,,,,,* THE DIRECTORY IS USED TO KEEP TRACK OF HOW MANY FILES ARE STORED ON A DISKETTE,,,
0029,,,,,,,,,* AND WHERE THE FILE IS STORED ON THE DISK. THE FIRST GRANULE USED BY THE FILE WILL,,,
0030,,,,,,,,,* ALLOW THE FAT TO TRACK DOWN ALL OF THE GRANULES USED BY THE FILE. IF THE FIRST,,,
0031,,,,,,,,,"* BYTE OF THE DIRECTORY ENTRY IS ZERO, THE FILE HAS BEEN KILLED;",,,
0032,,,,,,,,,* IF THE FIRST BYTE IS $FF THEN THE DIRECTORY ENTRY HAS NEVER BEEN USED.,,,
0033,,,,,,,,,*,,,
0034,,,,,,,,,*,,BYTE,DESCRIPTION
0035,,,,,,,,,,,,
0036,,,00,00,,,,,DIRNAM,EQU,0,FILE NAME
0037,,,00,08,,,,,DIREXT,EQU,8,FILE EXTENSION
0038,,,00,0B,,,,,DIRTYP,EQU,11,FILE TYPE
0039,,,00,0C,,,,,DIRASC,EQU,12,ASCII FLAG
0040,,,00,0D,,,,,DIRGRN,EQU,13,FIRST GRANULE IN FILE
0041,,,00,0E,,,,,DIRLST,EQU,14,NUMBER OF BYTES IN LAST SECTOR
0042,,,,,,,,,*,,16 TO 31,UNUSED
0043,,,,,,,,,*,,,
0044,,,,,,,,,**,,,
0045,,,,,,,,,**** FILE CONTROL BLOCK FORMAT,,,
0046,,,,,,,,,**,,,
0047,,,,,,,,,*,,,
0048,,,,,,,,,* THE FILE STRUCTURE OF COLOR TRS DOS IS CONTROLLED BY A FILE CONTROL BLOCK (FCB),,,
0049,,,,,,,,,* THE FCB CONTAINS 25 CONTROL BYTES AND A SECTOR LONG (256 BYTES) DATA BUFFER.,,,
0050,,,,,,,,,* THE CONTROL BYTES CONTROL THE ORDERLY FLOW OF DATA FROM THE COMPUTER'S RAM TO,,,
0051,,,,,,,,,"* THE DISKETTE AND VICE VERSA. THE OPEN COMMAND INITIALIZES THE FCB; THE INPUT,",,,
0052,,,,,,,,,"* OUTPUT, WRITE, PRINT, GET AND PUT COMMANDS TRANSFER DATA THROUGH THE FCB AND",,,
0053,,,,,,,,,* THE CLOSE COMMAND TURNS OFF THE FCB.,,,
0054,,,,,,,,,,,,
0055,,,,,,,,,* TABLES OF OFFSETS TO FCB CONTROL BYTES,,,
0056,,,,,,,,,,,,
0057,,,,,,,,,***** RANDOM FILE,,,
0058,,,,,,,,,*,,BYTE,DESCRIPTION
0059,,,00,00,,,,,FCBTYP,EQU,0,"FILE TYPE: $40=RANDOM/DIRECT, 0=CLOSED"
0060,,,00,01,,,,,FCBDRV,EQU,1,DRIVE NUMBER
0061,,,00,02,,,,,FCBFGR,EQU,2,FIRST GRANULE IN FILE
0062,,,00,03,,,,,FCBCGR,EQU,3,CURRENT GRANULE BEING USED
0063,,,00,04,,,,,FCBSEC,EQU,4,CURRENT SECTOR BEING USED (1-9)
0064,,,,,,,,,*,,5,UNUSED
0065,,,00,06,,,,,FCBPOS,EQU,6,CURRENT PRINT POSITION - ALWAYS ZERO IN RANDOM FILES
0066,,,00,07,,,,,FCBREC,EQU,7,CURRENT RECORD NUMBER
0067,,,00,09,,,,,FCBRLN,EQU,9,RANDOM FILE RECORD LENGTH
0068,,,00,0B,,,,,FCBBUF,EQU,11,POINTER TO START OF THIS FILE'S RANDOM ACCESS BUFFER
0069,,,00,0D,,,,,FCBSOF,EQU,13,SECTOR OFFSET TO CURRENT POSITION IN RECORD
0070,,,00,0F,,,,,FCBFLG,EQU,15,"GET/PUT FLAG: 0=PUT, 1=PUT"
0071,,,,,,,,,*,,"16,17",NOT USED
0072,,,00,12,,,,,FCBDIR,EQU,18,DIRECTORY ENTRY NUMBER (0-71)
0073,,,00,13,,,,,FCBLST,EQU,19,NUMBER OF BYTES IN LAST SECTOR OF FILE
0074,,,00,15,,,,,FCBGET,EQU,21,'GET' RECORD COUNTER: HOW MANY CHARACTERS HAVE BEEN
0075,,,,,,,,,*,,,PULLED OUT OF THE CURRENT RECORD
0076,,,00,17,,,,,FCBPUT,EQU,23,'PUT' RECORD COUNTER: POINTER TO WHERE IN THE RECORD THE NEXT
0077,,,,,,,,,*,,,BYTE WILL BE 'PUT'
0078,,,00,19,,,,,FCBCON,EQU,25,OFFSET TO START OF FCB DATA BUFFER (256 BYTES)
0079,,,,,,,,,,,,
0080,,,,,,,,,***** SEQUENTIAL FILE,,,
0081,,,,,,,,,*,,BYTE,DESCRIPTION
0082,,,00,00,,,,,FCBTYP,EQU,0,"FILE TYPE: $10=INPUT, $20=OUTPUT, 0=CLOSED"
0083,,,00,01,,,,,FCBDRV,EQU,1,DRIVE NUMBER
0084,,,00,02,,,,,FCBFGR,EQU,2,FIRST GRANULE IN FILE
0085,,,00,03,,,,,FCBCGR,EQU,3,CURRENT GRANULE BEING USED
0086,,,00,04,,,,,FCBSEC,EQU,4,CURRENT SECTOR BEING USED (1-9)
0087,,,,,,,,,FCBCPT,EQU,5,INPUT FILE: CHARACTER POINTER - POINTS TO NEXT CHARACTER IN
0088,,,,,,,,,*,,,FILE TO BE PROCESSED.
0089,,,,,,,,,*,,,OUTPUT FILE: FULL SECTOR FLAG - IF IT IS 1 WHEN THE FILE IS
0090,,,,,,,,,*,,,CLOSED IT MEANS 256 BYTES OF THE LAST SECTOR HAVE BEEN USED.
0091,,,00,06,,,,,FCBPOS,EQU,6,CURRENT PRINT POSITION
0092,,,00,07,,,,,FCBREC,EQU,7,CURRENT RECORD NUMBER: HOW MANY WHOLE SECTORS HAVE BEEN
0093,,,,,,,,,*,,,INPUT OR OUTPUT TO A FILE.
0094,,,,,,,,,*,,9 TO 15,UNUSED
0095,,,00,10,,,,,FCBRLN,EQU,16,"CACHE FLAG: 00=CACHE EMPTY, $FF=CACHE FULL"
0096,,,00,11,,,,,FCBCDT,EQU,17,CACHE DATA BYTE
0097,,,00,12,,,,,FCBDIR,EQU,18,DIRECTORY ENTRY NUMBER (0-71)
0098,,,00,13,,,,,FCBLST,EQU,19,NUMBER OF BYTES IN LAST SECTOR OF FILE
0099,,,,,,,,,*,,"21,22",UNUSED
0100,,,00,17,,,,,FCBDFL,EQU,23,"INPUT FILE ONLY: DATA LEFT FLAG: 0=DATA LEFT, $FF=NO DATA (EMPTY)"
0101,,,00,18,,,,,FCBLFT,EQU,24,NUMBER OF CHARACTERS LEFT IN BUFFER (INPUT FILE)
0102,,,,,,,,,*,,,NUMBER OF CHARS STORED IN BUFFER (OUTPUT FILE)
0103,,,00,19,,,,,FCBCON,EQU,25,OFFSET TO FCB DATA BUFFER (256 BYTES)
0104,,,,,,,,,,,,
0105,,,,,,,,,,ORG,$C000,
0106,,,,,,,,,,,,
0107,,C000,44,4B,,,,,DOSBAS,FCC,'DK',
0108,,C002,20,08,,,,,LC002,BRA,LC00C,
0109,,,,,,,,,,,,
0110,,C004,D7,5F,,,,,DCNVEC,FDB,DSKCON,DSKCON POINTER
0111,,C006,00,EA,,,,,DSKVAR,FDB,DCOPC,ADDRESS OF DSKCON VARIABLES
0112,,C008,DF,4C,,,,,DSINIT,FDB,DOSINI,DISK INITIALIZATION VECTOR
0113,,C00A,DF,00,,,,,DOSVEC,FDB,DOSCOM,DOS COMMAND VECTOR
0114,,,,,,,,,,,,
0115,,,,,,,,,**** ZERO OUT THE RAM USED BY DISK BASIC,,,
0116,,C00C,8E,06,00,,,,LC00C,LDX,#DBUF0,POINT X TO START OF DISK RAM
0117,,C00F,6F,80,,,,,LC00F,CLR,",X+",CLEAR A BYTE
0118,,C011,8C,09,89,,,,,CMPX,#DFLBUF,END OF DISK'S RAM?
0119,,C014,26,F9,,,,,,BNE,LC00F,NO - KEEP CLEARING
0120,,C016,8E,C1,09,,,,,LDX,#LC109,POINT X TO ROM IMAGE OF COMMAND INTERPRETATION TABLE
0121,,C019,CE,01,34,,,,,LDU,#COMVEC+20,POINT U TO RAM ADDRESS OF SAME
0122,,C01C,C6,0A,,,,,,LDB,#10,10 BYTES PER TABLE
0123,,C01E,BD,A5,9A,,,,,JSR,LA59A,MOVE (B) BYTES FROM (X) TO (U)
0124,,C021,CC,B2,77,,,,,LDD,#LB277,SYNTAX ERROR ADDRESS
0125,,C024,ED,43,,,,,,STD,"$03,U",* SET JUMP TABLE ADDRESSES OF THE USER COMMAND
0126,,C026,ED,48,,,,,,STD,"$08,U",* INTERPRETATION TABLE TO POINT TO SYNTAX ERROR
0127,,C028,6F,C4,,,,,,CLR,",U",CLEAR BYTE 0 OF USER TABLE (DOESN'T EXIST FLAG)
0128,,C02A,6F,45,,,,,,CLR,"$05,U",SET NUMBER OF SECONDARY USER TOKENS TO ZERO
0129,,C02C,CC,CF,0A,,,,,LDD,#DXCVEC,* SAVE NEW
0130,,C02F,FD,01,2D,,,,,STD,COMVEC+13,* POINTERS TO EXBAS
0131,,C032,CC,CF,32,,,,,LDD,#DXIVEC,* COMMAND AND SECONDARY
0132,,C035,FD,01,32,,,,,STD,COMVEC+18,* COMMAND INTERPRETATION ROUTINES
0133,,,,,,,,,**** MOVE THE NEW RAM VECTORS FROM ROM TO RAM,,,
0134,,C038,CE,01,5E,,,,,LDU,#RVEC0,POINT U TO 1ST RAM VECTOR
0135,,C03B,86,7E,,,,,LC03B,LDA,#$7E,OP CODE OF JMP INSTRUCTION
0136,,C03D,B7,01,A0,,,,,STA,RVEC22,SET 1ST BYTE OF 'GET'/'PUT' RAM VECTOR TO 'JMP'
0137,,C040,A7,C0,,,,,,STA,",U+",SET 1ST BYTE OF RAM VECTOR TO 'JMP'
0138,,C042,EC,81,,,,,,LDD,",X++",GET RAM VECTOR FROM ROM
0139,,C044,ED,C1,,,,,,STD,",U++",STORE IT IN RAM
0140,,C046,8C,C1,39,,,,,CMPX,#LC139,COMPARE TO END OF ROM VALUES
0141,,C049,26,F0,,,,,,BNE,LC03B,BRANCH IF NOT ALL VECTORS MOVED
0142,,C04B,8E,C2,B2,,,,,LDX,#DVEC22,GET ROM VALUE OF 'GET'/'PUT' RAM VECTOR
0143,,C04E,BF,01,A1,,,,,STX,RVEC22+1,SAVE IT IN RAM
0144,,C051,8E,C8,B0,,,,,LDX,#DVEC20,GET DISK COMMAND INTERPRETATION LOOP RAM VECTOR
0145,,C054,BF,01,9B,,,,,STX,RVEC20+1,SAVE IN RAM VECTOR TABLE
0146,,,,,,,,,**** INITIALIZE DISK BASIC'S USR VECTORS,,,
0147,,C057,8E,09,5F,,,,,LDX,#DUSRVC,POINT X TO START OF DISK BASIC USR VECTORS
0148,,C05A,9F,B0,,,,,,STX,USRADR,SAVE START ADDRESS IN USRADR
0149,,C05C,CE,B4,4A,,,,,LDU,#LB44A,POINT U TO ADDRESS OF 'FUNCTION CALL' ERROR
0150,,C05F,C6,0A,,,,,,LDB,#$0A,10 USER VECTORS TO INITIALIZE
0151,,C061,EF,81,,,,,LC061,STU,",X++",SET USR VECTOR TO 'FC' ERROR
0152,,C063,5A,,,,,,,DECB,,DECREMENT USR VECTOR COUNTER
0153,,C064,26,FB,,,,,,BNE,LC061,BRANCH IN NOT DONE WITH ALL 10 VECTORS
0154,,C066,8E,D8,A1,,,,,LDX,#DNMISV,GET ADDRESS OF NMI SERVICING ROUTINE
0155,,C069,BF,01,0A,,,,,STX,NMIVEC+1,SAVE IT IN NMI VECTOR
0156,,C06C,86,7E,,,,,,LDA,#$7E,OP CODE OF JMP
0157,,C06E,B7,01,09,,,,,STA,NMIVEC,MAKE THE NMI VECTOR A JMP
0158,,C071,8E,D8,AF,,,,,LDX,#DIRQSV,GET ADDRESS OF DISK BASIC IRQ SERVICING ROUTINE
0159,,C074,BF,01,0D,,,,,STX,IRQVEC+1,SAVE IT IN IRQVEC
0160,,C077,86,13,,,,,,LDA,#$13,= INITIALIZE WRITE FAT
0161,,C079,B7,09,7A,,,,,STA,WFATVL,= TO DISK TRIGGER VALUE
0162,,C07C,7F,08,00,,,,,CLR,FATBL0,*
0163,,C07F,7F,08,4A,,,,,CLR,FATBL1,* INITIALIZE THE ACTIVE FILE COUNTER OF
0164,,C082,7F,08,94,,,,,CLR,FATBL2,* EACH FAT TO ZERO. THIS WILL CAUSE THE FATS
0165,,C085,7F,08,DE,,,,,CLR,FATBL3,* TO THINK THERE ARE NO ACTIVE FILES
0166,,C088,8E,09,89,,,,,LDX,#DFLBUF,= GET THE STARTING ADDRESS OF THE
0167,,C08B,BF,09,48,,,,,STX,RNBFAD,= RANDOM FILE BUFFER FREE AREA AND DAVE IT AS THE
0168,,,,,,,,,*,,,= START ADDRESS OF FREE RAM FOR RANDOM FILE BUFFERS
0169,,C08E,30,89,01,00,,,,LEAX,"$0100,X",SAVE 256 BYTES FOR RANDOM FILE BUFFERS INITIALLY
0170,,C092,BF,09,4A,,,,,STX,FCBADR,SAVE START ADDRESS OF FCBS
0171,,C095,30,01,,,,,,LEAX,"$01,X",* ADD ONE AND SAVE THE STARTING
0172,,C097,BF,09,28,,,,,STX,FCBV1,* ADDRESS OF FCB1
0173,,C09A,6F,00,,,,,,CLR,"FCBTYP,X",CLEAR THE FIRST BYTE OF FCB 1 (CLOSE FCB)
0174,,C09C,30,89,01,19,,,,LEAX,"FCBLEN,X",POINT X TO FCB 2
0175,,C0A0,BF,09,2A,,,,,STX,FCBV1+2,SAVE ITS STARTING ADDRESS IN FCB VECTOR TABLE
0176,,C0A3,6F,00,,,,,,CLR,"FCBTYP,X",CLEAR THE FIRST BYTE OF FCB 2 (CLOSE FCB)
0177,,C0A5,30,89,01,19,,,,LEAX,"FCBLEN,X",* POINT X TO SYSTEM FCB - THIS FCB WILL ONLY
0178,,,,,,,,,*,,,"* BE USED TO COPY, LOAD, SAVE, MERGE, ETC"
0179,,C0A9,BF,09,2C,,,,,STX,FCBV1+4,SAVE ITS ADDRESS IN THE FCB VECTOR TABLE
0180,,C0AC,6F,00,,,,,,CLR,"FCBTYP,X",CLEAR THE FIRST BYTE OF SYSTEM FCB (CLOSE FCB)
0181,,C0AE,86,02,,,,,,LDA,#$02,* SET THE NUMBER OF ACTIVE RESERVED
