1201,,C893,0D,6F,,,,,DVEC2,TST,DEVNUM,*CHECK DEVICE NUMBER AND
1202,,C895,2F,18,,,,,,BLE,LC8AF,*RETURN IF NOT DISK FILE
1203,,C897,32,62,,,,,,LEAS,"$02,S",PURGE RETURN ADDRESS OFF OF THE STACK
1204,,C899,34,16,,,,,,PSHS,"X,B,A",SAVE REGISTERS
1205,,C89B,0F,6E,,,,,,CLR,PRTDEV,SET PRINT DEVICE NUMBER TO NON-CASSETTE
1206,,C89D,BD,C7,44,,,,,JSR,LC744,POINT X TO FCB
1207,,C8A0,E6,06,,,,,,LDB,"FCBPOS,X",GET PRINT POSITION
1208,,C8A2,4F,,,,,,,CLRA,,PRINT WIDTH (256)
1209,,C8A3,8E,10,00,,,,,LDX,#$1000,TAB FIELD WIDTH AND TAB ZONE
1210,,C8A6,7E,A3,7C,,,,,JMP,LA37C,SAVE THE PRINT PARAMETERS
1211,,,,,,,,,,,,
1212,,,,,,,,,* BREAK CHECK RAM HOOK,,,
1213,,C8A9,0D,6F,,,,,DVEC11,TST,DEVNUM,* CHECK DEVICE NUMBER AND RETURN
1214,,C8AB,2F,02,,,,,,BLE,LC8AF,* IF NOT A DISK FILE
1215,,C8AD,32,62,,,,,,LEAS,"$02,S",= PURGE RETURN ADDRESS OFF OF THE STACK - DON'T
1216,,C8AF,39,,,,,,LC8AF,RTS,,= DO A BREAK CHECK IF DISK FILE
1217,,,,,,,,,,,,
1218,,,,,,,,,* COMMAND INTERPRETATION RAM HOOK,,,
1219,,C8B0,32,62,,,,,DVEC20,LEAS,"$02,S",PURGE RETURN ADDRESS OFF OF THE STACK
1220,,C8B2,1C,AF,,,,,LC8B2,ANDCC,#$AF,ENABLE IRQ & FIRQ
1221,,C8B4,7F,FF,02,,,,,CLR,PIA0+2,STROBE ALL KEYS (COLUMN STROBE)
1222,,C8B7,B6,FF,00,,,,,LDA,PIA0,READ KEYBOARD ROWS
1223,,C8BA,43,,,,,,,COMA,,INVERT KEYBOARD ROW DATA
1224,,C8BB,84,7F,,,,,,ANDA,#$7F,MASK OFF JOYSTICK INPUT BIT
1225,,C8BD,27,03,,,,,,BEQ,LC8C2,BRANCH IF NO KEY DOWN
1226,,C8BF,BD,AD,EB,,,,,JSR,LADEB,GO DO A BREAK CHECK IF A KEY IS DOWN
1227,,C8C2,9E,A6,,,,,LC8C2,LDX,CHARAD,GET INPUT POINTER INTO X
1228,,C8C4,9F,2F,,,,,,STX,TINPTR,TEMP SAVE IT
1229,,C8C6,A6,80,,,,,,LDA,",X+",SEARCH FOR THE END OF CURRENT LINE
1230,,C8C8,27,07,,,,,,BEQ,LC8D1,BRANCH IF END OF LINE
1231,,C8CA,81,3A,,,,,,CMPA,#':',"CHECK FOR END OF SUB LINE, TOO"
1232,,C8CC,27,25,,,,,,BEQ,LC8F3,BRANCH IF END OF SUB LINE
1233,,C8CE,7E,B2,77,,,,,JMP,LB277,'SYNTAX' ERROR IF NOT END OF LINE
1234,,C8D1,A6,81,,,,,LC8D1,LDA,",X++",*GET MS BYTE OF ADDRESS OF NEXT BASIC LINE
1235,,C8D3,97,00,,,,,,STA,ENDFLAG,*AND SAVE IT IN CURLIN
1236,,C8D5,26,03,,,,,,BNE,LC8DA,BRANCH IF NOT END OF PROGRAM
1237,,C8D7,7E,AE,15,,,,,JMP,LAE15,GO 'STOP' THE SYSTEM
1238,,C8DA,EC,80,,,,,LC8DA,LDD,",X+",*GET LINE NUMBER OF THIS LINE AND
1239,,C8DC,DD,68,,,,,,STD,CURLIN,*SAVE IT IN CURLIN
1240,,C8DE,9F,A6,,,,,,STX,CHARAD,RESET BASIC'S INPUT POINTER
1241,,C8E0,96,AF,,,,,,LDA,TRCFLG,* CHECK THE TRACE FLAG AND
1242,,C8E2,27,0F,,,,,,BEQ,LC8F3,* BRANCH IF TRACE OFF
1243,,C8E4,86,5B,,,,,,LDA,#'<',< LEFT DELIMITER OF TRON
1244,,C8E6,BD,A2,82,,,,,JSR,LA282,SEND CHARACTER TO CONSOLE OUT
1245,,C8E9,96,68,,,,,,LDA,CURLIN,GET NUMBER OF CURRENT LINE NUMBER
1246,,C8EB,BD,BD,CC,,,,,JSR,LBDCC,CONVERT ACCD TO DECIMAL & PRINT IT ON SCREEN
1247,,C8EE,86,5D,,,,,,LDA,#'>',> RIGHT DELIMITER OF TRON
1248,,C8F0,BD,A2,82,,,,,JSR,LA282,SEND A CHARACTER TO CONSOLE OUT
1249,,C8F3,9D,9F,,,,,LC8F3,JSR,GETNCH,GET NEXT CHARACTER FROM BASIC
1250,,C8F5,1F,A9,,,,,,TFR,"CC,B",SAVE STATUS REGISTER IN ACCB
1251,,C8F7,81,98,,,,,,CMPA,#$98,CSAVE TOKEN?
1252,,C8F9,26,03,,,,,,BNE,LC8FE,NO
1253,,C8FB,7E,83,16,,,,,JMP,L8316,GO CHECK FOR CSAVEM
1254,,C8FE,81,97,,,,,LC8FE,CMPA,#$97,CLOAD TOKEN?
1255,,C900,26,03,,,,,,BNE,LC905,NO
1256,,C902,7E,83,11,,,,,JMP,L8311,JUMP TO EXBAS' CLOAD ROUTINE
1257,,C905,1F,9A,,,,,LC905,TFR,"B,CC",RESTORE STATUS REGISTER
1258,,C907,BD,AD,C6,,,,,JSR,LADC6,LOOP THROUGH BASIC'S MAIN INTERPRETATION LOOP
1259,,C90A,20,A6,,,,,,BRA,LC8B2,
1260,,,,,,,,,,,,
1261,,,,,,,,,* EOF RAM HOOK,,,
1262,,C90C,32,62,,,,,DVEC14,LEAS,"$02,S",PURGE RETURN ADDRESS OFF OF THE STACK
1263,,C90E,96,6F,,,,,,LDA,DEVNUM,* GET DEVICE NUMBER AND SAVE
1264,,C910,34,02,,,,,,PSHS,A,* IT ON THE STACK
1265,,C912,BD,A5,AE,,,,,JSR,LA5AE,STRIP DEVICE NUMBER OFF OF INPUT LINE
1266,,C915,BD,A3,ED,,,,,JSR,LA3ED,VERIFY THAT THE FILE TYPE WAS 'INPUT'
1267,,C918,0D,6F,,,,,,TST,DEVNUM,* CHECK DEVICE NUMBER AND
1268,,C91A,10,2F,DC,BC,,,,LBLE,LA5DA,* BRANCH BACK TO  BASIC'S EOF IF NOT DISK FILE
1269,,C91E,BD,C7,44,,,,,JSR,LC744,POINT X TO FCB
1270,,C921,E6,00,,,,,,LDB,"FCBTYP,X",GET FILE TYPE
