1801,,ACBE,EE,84,,,,,,LDU,",X",POINT U TO ADDRESS OF NEXT LINE NUMBER
1802,,,,,,,,,* DELETE OLD LINE FROM BASIC PROGRAM,,,
1803,,ACC0,37,02,,,,,LACC0,PULU,A,GET A BYTE FROM WHAT’S LEFT OF PROGRAM
1804,,ACC2,A7,80,,,,,,STA,",X+",MOVE IT DOWN
1805,,ACC4,9C,1B,,,,,,CMPX,VARTAB,COMPARE TO END OF BASIC PROGRAM
1806,,ACC6,26,F8,,,,,,BNE,LACC0,BRANCH IF NOT AT END
1807,,ACC8,B6,02,DC,,,,LACC8,LDA,LINBUF,* CHECK TO SEE IF THERE IS A LINE IN
1808,,ACCB,27,1C,,,,,,BEQ,LACE9,* THE BUFFER AND BRANCH IF NONE
1809,,ACCD,DC,1B,,,,,,LDD,VARTAB,= SAVE CURRENT END OF
1810,,ACCF,DD,43,,,,,,STD,V43,= PROGRAM IN V43
1811,,ACD1,DB,03,,,,,,ADDB,TMPLOC,"* ADD LENGTH OF CRUNCHED LINE,"
1812,,ACD3,89,00,,,,,,ADCA,#0,* PROPOGATE CARRY AND SAVE NEW END
1813,,ACD5,DD,41,,,,,,STD,V41,* OF PROGRAM IN V41
1814,,ACD7,BD,AC,1E,,,,,JSR,LAC1E,= MAKE SURE THERE’S ENOUGH RAM FOR THIS
1815,,,,,,,,,*,,,= LINE & MAKE A HOLE IN BASIC FOR NEW LINE
1816,,ACDA,CE,02,D8,,,,,LDU,#LINHDR-2,POINT U TO LINE TO BE INSERTED
1817,,ACDD,37,02,,,,,LACDD,PULU,A,GET A BYTE FROM NEW LINE
1818,,ACDF,A7,80,,,,,,STA,",X+",INSERT IT IN PROGRAM
1819,,ACE1,9C,45,,,,,,CMPX,V45,* COMPARE TO ADDRESS OF END OF INSERTED
1820,,ACE3,26,F8,,,,,,BNE,LACDD,* LINE AND BRANCH IF NOT DONE
1821,,ACE5,9E,41,,,,,,LDX,V41,= GET AND SAVE
1822,,ACE7,9F,1B,,,,,,STX,VARTAB,= END OF PROGRAM
1823,,ACE9,8D,36,,,,,LACE9,BSR,LAD21,"RESET INPUT POINTER, CLEAR VARIABLES, INITIALIZE"
1824,,ACEB,8D,02,,,,,,BSR,LACEF,ADJUST START OF NEXT LINE ADDRESSES
1825,,ACED,20,8D,,,,,,BRA,LAC7C,REENTER BASIC’S INPUT LOOP
1826,,,,,,,,,* COMPUTE THE START OF NEXT LINE ADDRESSES FOR THE BASIC PROGRAM,,,
1827,,ACEF,9E,19,,,,,LACEF,LDX,TXTTAB,POINT X TO START OF PROGRAM
1828,,ACF1,EC,84,,,,,LACF1,LDD,",X",GET ADDRESS OF NEXT LINE
1829,,ACF3,27,21,,,,,,BEQ,LAD16,RETURN IF END OF PROGRAM
1830,,ACF5,33,04,,,,,,LEAU,"4,X",POINT U TO START OF BASIC TEXT IN LINE
1831,,ACF7,A6,C0,,,,,LACF7,LDA,",U+",* SKIP THROUGH THE LINE UNTIL A
1832,,ACF9,26,FC,,,,,,BNE,LACF7,* ZERO (END OF LINE) IS FOUND
1833,,ACFB,EF,84,,,,,,STU,",X",SAVE THE NEW START OF NEXT LINE ADDRESS
1834,,ACFD,AE,84,,,,,,LDX,",X",POINT X TO START OF NEXT LINE
1835,,ACFF,20,F0,,,,,,BRA,LACF1,KEEP GOING
1836,,,,,,,,,*,,,
1837,,,,,,,,,* FIND A LINE NUMBER IN THE BASIC PROGRAM,,,
1838,,,,,,,,,* RETURN WITH CARRY SET IF NO MATCH FOUND,,,
1839,,AD01,DC,2B,,,,,LAD01,LDD,BINVAL,GET THE LINE NUMBER TO FIND
1840,,AD03,9E,19,,,,,,LDX,TXTTAB,BEGINNING OF PROGRAM
1841,,AD05,EE,84,,,,,LAD05,LDU,",X",GET ADDRESS OF NEXT LINE NUMBER
1842,,AD07,27,09,,,,,,BEQ,LAD12,BRANCH IF END OF PROG
1843,,AD09,10,A3,02,,,,,CMPD,"2,X",IS IT A MATCH?
1844,,AD0C,23,06,,,,,,BLS,LAD14,CARRY SET IF LOWER; CARRY CLEAR IF MATCH
1845,,AD0E,AE,84,,,,,,LDX,",X",X = ADDRESS OF NEXT LINE
1846,,AD10,20,F3,,,,,,BRA,LAD05,KEEP LOOPING FOR LINE NUMBER
1847,,AD12,1A,01,,,,,LAD12,ORCC,#1,SET CARRY FLAG
1848,,AD14,9F,47,,,,,LAD14,STX,V47,SAVE MATCH LINE NUMBER OR NUMBER OF LINE JUST AFTER
1849,,,,,,,,,,,,WHERE IT SHOULD HAVE BEEN
1850,,AD16,39,,,,,,LAD16,RTS,,
1851,,,,,,,,,,,,
1852,,,,,,,,,* NEW,,,
1853,,AD17,26,FB,,,,,NEW,BNE,LAD14,BRANCH IF ARGUMENT GIVEN
1854,,AD19,9E,19,,,,,LAD19,LDX,TXTTAB,GET START OF BASIC
1855,,AD1B,6F,80,,,,,,CLR,",X+",* PUT 2 ZERO BYTES THERE - ERASE
1856,,AD1D,6F,80,,,,,,CLR,",X+",* THE BASIC PROGRAM
1857,,AD1F,9F,1B,,,,,,STX,VARTAB,AND THE NEXT ADDRESS IS NOW THE END OF PROGRAM
1858,,AD21,9E,19,,,,,LAD21,LDX,TXTTAB,GET START OF BASIC
1859,,AD23,BD,AE,BB,,,,,JSR,LAEBB,PUT INPUT POINTER ONE BEFORE START OF BASIC
1860,,,,,,,,,* ERASE ALL VARIABLES,,,
1861,,AD26,9E,27,,,,,LAD26,LDX,MEMSIZ,* RESET START OF STRING VARIABLES
1862,,AD28,9F,23,,,,,,STX,STRTAB,* TO TOP OF STRING SPACE
1863,,AD2A,BD,AD,E4,,,,,JSR,RESTOR,RESET ‘DATA’ POINTER TO START OF BASIC
1864,,AD2D,9E,1B,,,,,,LDX,VARTAB,* GET START OF VARIABLES AND USE IT
1865,,AD2F,9F,1D,,,,,,STX,ARYTAB,* TO RESET START OF ARRAYS
1866,,AD31,9F,1F,,,,,,STX,ARYEND,RESET END OF ARRAYS
1867,,AD33,8E,01,A9,,,,LAD33,LDX,#STRSTK,* RESET STRING STACK POINTER TO
1868,,AD36,9F,0B,,,,,,STX,TEMPPT,* BOTTOM OF STRING STACK
1869,,AD38,AE,E4,,,,,,LDX,",S",GET RETURN ADDRESS OFF STACK
1870,,AD3A,10,DE,21,,,,,LDS,FRETOP,RESTORE STACK POINTER
1871,,AD3D,6F,E2,,,,,,CLR,",-S",PUT A ZERO BYTE ON STACK - TO CLEAR ANY RETURN OF
1872,,,,,,,,,*,,,FOR/NEXT DATA FROM THE STACK
1873,,AD3F,0F,2D,,,,,,CLR,OLDPTR,RESET ‘CONT’ ADDRESS SO YOU
1874,,AD41,0F,2E,,,,,,CLR,OLDPTR+1,‘CAN’T CONTINUE’
1875,,AD43,0F,08,,,,,,CLR,ARYDIS,CLEAR THE ARRAY DISABLE FLAG
1876,,AD45,6E,84,,,,,,JMP,",X",RETURN TO CALLING ROUTINE - THIS IS NECESSARY
1877,,,,,,,,,*,,,SINCE THE STACK WAS RESET
1878,,,,,,,,,*,,,
1879,,,,,,,,,* FOR,,,
1880,,,,,,,,,*,,,
1881,,,,,,,,,* THE FOR COMMAND WILL STORE 18 BYTES ON THE STACK FOR,,,
1882,,,,,,,,,* EACH FOR-NEXT LOOP WHICH IS BEING PROCESSED. THESE,,,
1883,,,,,,,,,* BYTES ARE DEFINED AS FOLLOWS: 0- $80 (FOR FLAG);,,,
1884,,,,,,,,,"*   1,2=INDEX VARIABLE DESCRIPTOR POINTER; 3-7=FP VALUE OF STEP;",,,
1885,,,,,,,,,*     8=STEP DIRECTION: $FF IF NEGATIVE; 0 IF ZERO; 1 IF POSITIVE;,,,
1886,,,,,,,,,*  9-13=FP VALUE OF ‘TO’ PARAMETER;,,,
1887,,,,,,,,,"* 14,15=CURRENT LINE NUMBER; 16,17=RAM ADDRESS OF THE END",,,
1888,,,,,,,,,*       OF THE LINE CONTAINING THE ‘FOR’ STATEMENT,,,
1889,,AD47,86,80,,,,,FOR,LDA,#$80,* SAVE THE DISABLE ARRAY FLAG IN VO8
1890,,AD49,97,08,,,,,,STA,ARYDIS,* DO NOT ALLOW THE INDEX VARIABLE TO BE AN ARRAY
1891,,AD4B,BD,AF,89,,,,,JSR,LET,SET INDEX VARIABLE TO INITIAL VALUE
1892,,AD4E,BD,AB,F9,,,,,JSR,LABF9,SEARCH THE STACK FOR ‘FOR/NEXT’ DATA
1893,,AD51,32,62,,,,,,LEAS,"2,S",PURGE RETURN ADDRESS OFF OF THE STACK
1894,,AD53,26,04,,,,,,BNE,LAD59,BRANCH IF INDEX VARIABLE NOT ALREADY BEING USED
1895,,AD55,9E,0F,,,,,,LDX,TEMPTR,GET (ADDRESS + 18) OF MATCHED ‘FOR/NEXT’ DATA
1896,,AD57,32,85,,,,,,LEAS,"B,X",MOVE THE STACK POINTER TO THE BEGINNING OF THE
1897,,,,,,,,,* MATCHED ‘FOR/NEXT’ DATA SO THE NEW DATA WILL,,,
1898,,,,,,,,,* OVERLAY THE OLD DATA. THIS WILL ALSO DESTROY,,,
1899,,,,,,,,,* ALL OF THE ‘RETURN’ AND ‘FOR/NEXT’ DATA BELOW,,,
1900,,,,,,,,,* THIS POINT ON THE STACK,,,
1901,,AD59,C6,09,,,,,LAD59,LDB,#$09,* CHECK FOR ROOM FOR 18 BYTES
1902,,AD5B,BD,AC,33,,,,,JSR,LAC33,* IN FREE RAM
1903,,AD5E,BD,AE,E8,,,,,JSR,LAEE8,GET ADDR OF END OF SUBLINE IN X
1904,,AD61,DC,68,,,,,,LDD,CURLIN,GET CURRENT LINE NUMBER
1905,,AD63,34,16,,,,,,PSHS,"X,B,A",SAVE LINE ADDR AND LINE NUMBER ON STACK
1906,,AD65,C6,A5,,,,,,LDB,#$A5,TOKEN FOR ‘TO’
1907,,AD67,BD,B2,6F,,,,,JSR,LB26F,SYNTAX CHECK FOR ‘TO’
1908,,AD6A,BD,B1,43,,,,,JSR,LB143,‘TM’ ERROR IF INDEX VARIABLE SET TO STRING
1909,,AD6D,BD,B1,41,,,,,JSR,LB141,EVALUATE EXPRESSION
1910,,,,,,,,,*,,,
1911,,AD70,D6,54,,,,,,LDB,FP0SGN,GET FPA0 MANTISSA SIGN
1912,,AD72,CA,7F,,,,,,ORB,#$7F,FORM A MASK TO SAVE DATA BITS OF HIGH ORDER MANTISSA
1913,,AD74,D4,50,,,,,,ANDB,FPA0,PUT THE MANTISSA SIGN IN BIT 7 OF HIGH ORDER MANTISSA
1914,,AD76,D7,50,,,,,,STB,FPA0,SAVE THE PACKED HIGH ORDER MANTISSA
1915,,AD78,10,8E,AD,7F,,,,LDY,#LAD7F,LOAD FOLLOWING ADDRESS INTO Y AS A RETURN
1916,,AD7C,7E,B1,EA,,,,,JMP,LB1EA,ADDRESS - PUSH FPA0 ONTO THE STACK
1917,,AD7F,8E,BA,C5,,,,LAD7F,LDX,#LBAC5,POINT X TO FLOATING POINT NUMBER 1.0 (DEFAULT STEP VALUE)
1918,,AD82,BD,BC,14,,,,,JSR,LBC14,MOVE (X) TO FPA0
1919,,AD85,9D,A5,,,,,,JSR,GETCCH,GET CURRENT INPUT CHARACTER
1920,,AD87,81,A9,,,,,,CMPA,#$A9,STEP TOKEN
1921,,AD89,26,05,,,,,,BNE,LAD90,BRANCH IF NO ‘STEP’ VALUE
1922,,AD8B,9D,9F,,,,,,JSR,GETNCH,GET A CHARACTER FROM BASIC
1923,,AD8D,BD,B1,41,,,,,JSR,LB141,EVALUATE NUMERIC EXPRESSION
1924,,AD90,BD,BC,6D,,,,LAD90,JSR,LBC6D,CHECK STATUS OF FPA0
1925,,AD93,BD,B1,E6,,,,,JSR,LB1E6,SAVE STATUS AND FPA0 ON THE STACK
1926,,AD96,DC,3B,,,,,,LDD,VARDES,* GET DESCRIPTOR POINTER FOR THE ‘STEP’
1927,,AD98,34,06,,,,,,PSHS,"B,A",* VARIABLE AND SAVE IT ON THE STACK
1928,,AD9A,86,80,,,,,,LDA,#$80,= GET THE ‘FOR’ FLAG AND
1929,,AD9C,34,02,,,,,,PSHS,A,= SAVE IT ON THE STACK
1930,,,,,,,,,*,,,
