0601,,A44F,9D,A5,,,,,,JSR,GETCCH,GET CURRENT CHARACTER IN THE BASIC LINE
0602,,A451,27,16,,,,,,BEQ,LA469,BRANCH IF NONE
0603,,A453,BD,B2,6D,,,,,JSR,LB26D,SYNTAX ERROR IF NOT COMMA
0604,,A456,C6,41,,,,,,LDB,#'A,IS THIS AN ASCII SAVE?
0605,,A458,BD,B2,6F,,,,,JSR,LB26F,SYNTAX ERROR IF NOT ‘A’
0606,,A45B,26,EE,,,,,,BNE,LA44B,RETURN IF NOT END OF LINE
0607,,A45D,4F,,,,,,,CLRA,,FILE TYPE = 0
0608,,A45E,BD,A6,5C,,,,,JSR,LA65C,WRITE OUT HEADER BLOCK
0609,,A461,86,FF,,,,,,LDA,#-1,CASSETTE CODE
0610,,A463,97,6F,,,,,,STA,DEVNUM,SET DEVICE NUMBER TO CASSETTE
0611,,A465,4F,,,,,,,CLRA,,CLEAR CARRY - FORCE LIST TO BEGIN AT PROGRAM START
0612,,A466,7E,B7,64,,,,,JMP,LIST,GO DO A ‘LIST’ TO CASSETTE
0613,,,,,,,,,,,,
0614,,,,,,,,,* NON-ASCII CSAVE,,,
0615,,A469,4F,,,,,,LA469,CLRA,,FILE TYPE = 0
0616,,A46A,9E,8A,,,,,,LDX,ZERO,ZERO OUT ASCII FLAG AND FILE MODE
0617,,A46C,BD,A6,5F,,,,,JSR,LA65F,WRITE HEADER BLOCK
0618,,A46F,0F,78,,,,,,CLR,FILSTA,CLOSE FILES
0619,,A471,0C,7C,,,,,,INC,BLKTYP,INCREMENT BLOCK NUMBER
0620,,A473,BD,A7,D8,,,,,JSR,WRLDR,WRITE 55’S TO CASSETTE
0621,,A476,9E,19,,,,,,LDX,TXTTAB,ADDRESS OF PROGRAM START
0622,,A478,9F,7E,,,,,LA478,STX,CBUFAD,STORE CURRENT BLOCK START ADDR
0623,,A47A,86,FF,,,,,,LDA,#255,255 BYTE BLOCKS
0624,,A47C,97,7D,,,,,,STA,BLKLEN,BLOCK SIZE
