3601,,B8D9,26,C0,,,,,,BNE,LB89B,BRANCH IF NOW CHECKING SECONDARY COMMANDS
3602,,,,,,,,,,,,
3603,,,,,,,,,* THIS CODE WILL PROCESS INPUT DATA WHICH CANNOT BE CRUNCHED AND SO,,,
3604,,,,,,,,,* IS ASSUMED TO BE ILLEGAL DATA OR AN ILLEGAL TOKEN,,,
3605,,B8DB,35,50,,,,,,PULS,"X,U",RESTORE INPUT AND OUTPUT POINTERS
3606,,B8DD,A6,80,,,,,,LDA,",X+",* MOVE THE FIRST CHARACTER OF AN
3607,,B8DF,A7,C0,,,,,,STA,",U+",* ILLEGAL TOKEN
3608,,B8E1,BD,B3,A2,,,,,JSR,LB3A2,SET CARRY IF NOT ALPHA
3609,,B8E4,25,EC,,,,,,BCS,LB8D2,BRANCH IF NOT ALPHA
3610,,B8E6,03,43,,,,,,COM,V43,SET ILLEGAL TOKEN FLAG IF UPPER CASE ALPHA
3611,,B8E8,20,E8,,,,,,BRA,LB8D2,PROCESS MORE INPUT CHARACTERS
3612,,B8EA,0C,42,,,,,LB8EA,INC,V42,INCREMENT TOKEN COUNTER
3613,,B8EC,4A,,,,,,,DECA,,DECR COMMAND COUNTER
3614,,B8ED,27,AE,,,,,,BEQ,LB89D,GET ANOTHER COMMAND TABLE IF DONE W/THIS ONE
3615,,B8EF,31,3F,,,,,,LEAY,"-1,Y",MOVE POINTER BACK ONE
3616,,B8F1,E6,A0,,,,,LB8F1,LDB,",Y+",* GET TO NEXT
3617,,B8F3,2A,FC,,,,,,BPL,LB8F1,* RESERVED WORD
3618,,B8F5,20,AF,,,,,,BRA,LB8A6,GO SEE IF THIS WORD IS A MATCH
3619,,,,,,,,,,,,
3620,,,,,,,,,* PRINT,,,
3621,,B8F7,27,5F,,,,,PRINT,BEQ,LB958,BRANCH IF NO ARGUMENT
3622,,B8F9,8D,03,,,,,,BSR,LB8FE,CHECK FOR ALL PRINT OPTIONS
3623,,B8FB,0F,6F,,,,,,CLR,DEVNUM,SET DEVICE NUMBER TO SCREEN
3624,,B8FD,39,,,,,,,RTS,,
3625,,B8FE,81,40,,,,,LB8FE,CMPA,#'@,CHECK FOR PRINT @
3626,,B900,26,05,,,,,,BNE,LB907,NOT PRINT @
3627,,B902,BD,A5,54,,,,,JSR,LA554,MOVE CURSOR TO PROPER PRINT LOCATION
3628,,B905,20,0A,,,,,,BRA,LB911,GO PRINT THE DATA
3629,,B907,81,23,,,,,LB907,CMPA,#'#,CHECK FOR PRINT NUMBER
3630,,B909,26,0D,,,,,,BNE,LB918,NOT PRINT#
3631,,B90B,BD,A5,A5,,,,,JSR,LA5A5,CHECK FOR A VALID DEVICE NUMBER
3632,,B90E,BD,A4,06,,,,,JSR,LA406,CHECK FOR A VALID OUTPUT FILE
3633,,B911,9D,A5,,,,,LB911,JSR,GETCCH,GET CURRENT INPUT CHARACTER
3634,,B913,27,43,,,,,,BEQ,LB958,BRANCH IF END OF LINE
3635,,B915,BD,B2,6D,,,,,JSR,LB26D,SYNTAX CHECK FOR COMMA
3636,,B918,BD,01,79,,,,LB918,JSR,RVEC9,HOOK INTO RAM
3637,,B91B,27,48,,,,,LB91B,BEQ,LB965,RETURN IF END OF LINE
3638,,B91D,81,A4,,,,,LB91D,CMPA,#$A4,TOKEN FOR TAB( ?
3639,,B91F,27,5D,,,,,,BEQ,LB97E,YES
3640,,B921,81,2C,,,,,,CMPA,"#',",COMMA?
3641,,B923,27,41,,,,,,BEQ,LB966,YES - ADVANCE TO NEXT TAB FIELD
3642,,B925,81,3B,,,,,,CMPA,#';,SEMICOLON?
3643,,B927,27,6E,,,,,,BEQ,LB997,YES - DO NOT ADVANCE CURSOR
3644,,B929,BD,B1,56,,,,,JSR,LB156,EVALUATE EXPRESSION
3645,,B92C,96,06,,,,,,LDA,VALTYP,* GET VARIABLE TYPE AND
3646,,B92E,34,02,,,,,,PSHS,A,* SAVE IT ON THE STACK
3647,,B930,26,06,,,,,,BNE,LB938,BRANCH IF STRING VARIABLE
3648,,B932,BD,BD,D9,,,,,JSR,LBDD9,CONVERT FP NUMBER TO AN ASCII STRING
3649,,B935,BD,B5,16,,,,,JSR,LB516,PARSE A STRING FROM (X-1) AND PUT
3650,,,,,,,,,*,,,DESCRIPTOR ON STRING STACK
3651,,B938,8D,65,,,,,LB938,BSR,LB99F,PRINT STRING POINTED TO BY X
3652,,B93A,35,04,,,,,,PULS,B,GET VARIABLE TYPE BACK
3653,,B93C,BD,A3,5F,,,,,JSR,LA35F,"SET UP TAB WIDTH ZONE, ETC"
3654,,B93F,0D,6E,,,,,,TST,PRTDEV,* CHECK THE PRINT DEVICE
3655,,B941,27,06,,,,,,BEQ,LB949,* AND BRANCH IF NOT CASSETTE
3656,,B943,8D,13,,,,,,BSR,LB958,SEND A CARRIAGE RETURN TO CONSOLE OUT
3657,,B945,9D,A5,,,,,,JSR,GETCCH,GET CURRENT INPUT CHARACTER
3658,,B947,20,D2,,,,,,BRA,LB91B,CHECK FOR MORE PRINT DATA
3659,,B949,5D,,,,,,LB949,TSTB,,CHECK CURRENT PRINT POSITION
3660,,B94A,26,08,,,,,,BNE,LB954,BRANCH IF NOT AT START OF LINE
3661,,B94C,9D,A5,,,,,,JSR,GETCCH,GET CURRENT INPUT CHARACTER
3662,,B94E,81,2C,,,,,,CMPA,"#',",COMMA?
3663,,B950,27,14,,,,,,BEQ,LB966,SKIP TO NEXT TAB FIELD
3664,,B952,8D,58,,,,,,BSR,LB9AC,SEND A SPACE TO CONSOLE OUT
3665,,B954,9D,A5,,,,,LB954,JSR,GETCCH,GET CURRENT INPUT CHARACTER
3666,,B956,26,C5,,,,,,BNE,LB91D,BRANCH IF NOT END OF LINE
3667,,B958,86,0D,,,,,LB958,LDA,#CR,* SEND A CR TO
3668,,B95A,20,55,,,,,,BRA,LB9B1,* CONSOLE OUT
3669,,B95C,BD,A3,5F,,,,LB95C,JSR,LA35F,"SET UP TAB WIDTH, ZONE ETC"
3670,,B95F,27,F7,,,,,,BEQ,LB958,BRANCH IF WIDTH = ZERO
3671,,B961,96,6C,,,,,,LDA,DEVPOS,GET PRINT POSITION
3672,,B963,26,F3,,,,,,BNE,LB958,BRANCH IF NOT AT START OF LINE
3673,,B965,39,,,,,,LB965,RTS,,
3674,,,,,,,,,* SKIP TO NEXT TAB FIELD,,,
3675,,B966,BD,A3,5F,,,,LB966,JSR,LA35F,"SET UP TAB WIDTH, ZONE ETC"
3676,,B969,27,0A,,,,,,BEQ,LB975,BRANCH IF LINE WIDTH = 0 (CASSETTE)
3677,,B96B,D6,6C,,,,,,LDB,DEVPOS,GET CURRENT POSITION
3678,,B96D,D1,6B,,,,,,CMPB,DEVLCF,COMPARE TO LAST TAB ZONE
3679,,B96F,25,06,,,,,,BCS,LB977,BRANCH IF < LAST TAB ZONE
3680,,B971,8D,E5,,,,,,BSR,LB958,SEND A CARRIAGE RETURN TO CONSOLE OUT
3681,,B973,20,22,,,,,,BRA,LB997,GET MORE DATA
3682,,B975,D6,6C,,,,,LB975,LDB,DEVPOS,*
3683,,B977,D0,6A,,,,,LB977,SUBB,DEVCFW,* SUBTRACT TAB FIELD WIDTH FROM CURRENT
3684,,B979,24,FC,,,,,,BCC,LB977,* POSITION UNTIL CARRY SET - NEGATING THE
3685,,B97B,50,,,,,,,NEGB,,* REMAINDER LEAVES THE NUMBER OF SPACES TO NEXT
3686,,,,,,,,,*,,,* TAB ZONE IN ACCB
