2401,,EE61,81,03,,,,,,CMPA,#$03,HSCREEN 3?
2402,,EE63,27,08,,,,,,BEQ,LEE6D,
2403,,EE65,C6,FC,,,,,,LDB,#$FC,ROUND OFF MASK FOR HSCREEN 1 OR 4 (FOUR PIXELS PER BYTE)
2404,,EE67,81,02,,,,,,CMPA,#$02,HSCREEN 2?
2405,,EE69,26,02,,,,,,BNE,LEE6D,NO IT'S HSCREEN 1 OR 4
2406,,EE6B,C6,FE,,,,,,LDB,#$FE,ROUND OFF MASK FOR HSCREEN 2 (TWO PIXELS PER BYTE)
2407,,EE6D,1F,98,,,,,LEE6D,TFR,"B,A",SAVE MASK IN BOTH ACCA AND ACCB
2408,,EE6F,94,BE,,,,,,ANDA,HORBEG+1,ROUND OFF HORIZONTAL START COORDINATE
2409,,EE71,97,BE,,,,,,STA,HORBEG+1,SAVE NEW START COORDINATE
2410,,EE73,D4,C4,,,,,,ANDB,HOREND+1,ROUND OFF HORIZONTAL END COORDINATE
2411,,EE75,D7,C4,,,,,,STB,HOREND+1,SAVE NEW END COORDINATE
2412,,EE77,BD,E9,DB,,,,,JSR,LE9DB,CALCULATE THE DIFFERENCE BETWEEN THE HORIZONTAL START AND END
2413,,EE7A,DD,C3,,,,,,STD,HOREND,SAVE THE HORIZONTAL DIFFERENCE
2414,,EE7C,BD,E9,CD,,,,,JSR,LE9CD,CALCULATE THE DIFFERENCE BETWEEN THE VERTICAL START AND END
2415,,EE7F,C3,00,01,,,,,ADDD,#1,ADD ONE TO THE VERTICAL DIFFERENCE (INCLUSIVE START AND END)
2416,,EE82,DD,C5,,,,,,STD,VEREND,SAVE THE VERTICAL DIFFERENCE
2417,,,,,,,,,,,,
2418,,,,,,,,,* CONVERT THE HORIZONTAL DIFFERENCE (IN PIXELS) INTO A BYTE DIFFERENCE,,,
2419,,EE84,96,E6,,,,,,LDA,HRMODE,GET THE HI-RES GRAPHICS MODE
2420,,EE86,81,02,,,,,,CMPA,#$02,HSCREEN 2?
2421,,EE88,27,0C,,,,,,BEQ,LEE96,YES; DIVIDE PIXEL COUNT BY TWO (TWO PIXELS PER BYTE)
2422,,EE8A,81,03,,,,,,CMPA,#$03,HSCREEN 3?
2423,,EE8C,26,04,,,,,,BNE,LEE92,NO; DIVIDE PIXEL COUNT BY FOUR (FOUR PIXELS PER BYTE)
2424,,EE8E,04,C3,,,,,,LSR,HOREND,* HSCREEN 3; DIVIDE PIXEL COUNT BY EIGHT (EIGHT PIXELS PER BYTE)
2425,,EE90,06,C4,,,,,,ROR,HOREND+1,DIVIDE THE HORIZONTAL DIFFERENCE BY 2
2426,,EE92,04,C3,,,,,LEE92,LSR,HOREND,
2427,,EE94,06,C4,,,,,,ROR,HOREND+1,DIVIDE THE HORIZONTAL DIFFERENCE BY 2
2428,,EE96,04,C3,,,,,LEE96,LSR,HOREND,
2429,,EE98,06,C4,,,,,,ROR,HOREND+1,DIVIDE THE HORIZONTAL DIFFERENCE BY 2
2430,,EE9A,DC,C3,,,,,,LDD,HOREND,
2431,,EE9C,C3,00,01,,,,,ADDD,#1,ADD ONE TO THE HORIZONTAL DIFFERENCE (INCLUSIVE START AND END)
2432,,EE9F,DD,C3,,,,,,STD,HOREND,SAVE THE HORIZONTAL DIFFERENCE
2433,,EEA1,BD,E7,DA,,,,,JSR,HCALPOS,POINT X TO THE FIRST BYTE TO MOVE
2434,,EEA4,10,9E,D5,,,,,LDY,VD5,POINT Y TO THE ACTION ADDRESS
2435,,EEA7,D6,C4,,,,,LEEA7,LDB,HOREND+1,GET THE LS BYTE OF HORIZONTAL DIFFERENCE
2436,,EEA9,34,10,,,,,,PSHS,X,SAVE THE MOVEMENT POINTER
2437,,EEAB,AD,A4,,,,,LEEAB,JSR,",Y",PERFORM THE APPROPRIATE MOVEMENT ACTION
2438,,EEAD,5A,,,,,,,DECB,,DECREMENT THE HORIZONTAL MOVEMENT COUNTER
2439,,EEAE,26,FB,,,,,,BNE,LEEAB,LOOP UNTIL ALL BYTES ON THIS ROW MOVED
2440,,EEB0,35,10,,,,,,PULS,X,RESTORE THE MOVEMENT POINTER
2441,,EEB2,BD,EA,45,,,,,JSR,LEA45,MOVE THE MOVEMENT POINTER DOWN ONE ROW
2442,,EEB5,0A,C6,,,,,,DEC,VEREND+1,DECREMENT THE VERTICAL DIFFERENCE (ROW COUNTER)
2443,,EEB7,26,EE,,,,,,BNE,LEEA7,LOOP UNTIL ALL ROWS MOVED
2444,,EEB9,BD,E0,FF,,,,,JSR,SELTASK0,SELECT TASK REGISTER 0 AS THE ACTIVE TASK
2445,,EEBC,BD,E0,97,,,,,JSR,SETMMU,SET UP THE MMU REGISTERS
2446,,EEBF,39,,,,,,,RTS,,WHY NOT MAKE THE JSR ABOVE A JMP
2447,,,,,,,,,,,,
2448,,,,,,,,,* HGET'S BYTE MOVEMENT ROUTINE,,,
2449,,EEC0,A6,80,,,,,LEEC0,LDA,",X+",GET A BBYTE FROM THE HI-RES SCREEN
2450,,EEC2,8D,03,,,,,,BSR,LEEC7,POINT U TO PROPER BUFFER LOCATION
2451,,EEC4,A7,C4,,,,,,STA,",U",SAVE THE BYTE IN THE BUFFER
