3001,,9653,5D,,,,,,,TSTB,,SET FLAGS
3002,,9654,27,17,,,,,,BEQ,L966D,‘ILLEGAL FUNCTION CALL’ - CAN’T START ON PAGE ZERO
3003,,9656,5A,,,,,,,DECB,,"BUMP ONE; BASIC STARTS ON PAGE 1, THIS ROUTINE AT 0"
3004,,9657,86,06,,,,,,LDA,#$06,EACH GRAPHIC PAGE = 6 X 256 (1.5K)
3005,,9659,3D,,,,,,,MUL,,MULT BY PAGE NUMBER
3006,,965A,DB,BC,,,,,,ADDB,GRPRAM,ADD IN START OF GRAPHIC RAM
3007,,965C,34,04,,,,,,PSHS,B,SAVE TEMP START ADDR
3008,,965E,DB,B7,,,,,,ADDB,ENDGRP,ADD CURRENT END ADDR
3009,,9660,D0,BA,,,,,,SUBB,BEGGRP,SUB OUT CURRENT START ADDR - (ADDS THE SIZE OF ONE GRAPHIC PAGE)
3010,,9662,D1,19,,,,,,CMPB,TXTTAB,IS IT > CURRENT START OF BASIC PROGRAM
3011,,9664,22,07,,,,,,BHI,L966D,YES! ILLEGAL FUNCTION CALL
3012,,9666,D7,B7,,,,,,STB,ENDGRP,SAVE AS END OF GRAPHIC PAGE
3013,,9668,35,04,,,,,,PULS,B,GET TEMP START ADOR
3014,,966A,D7,BA,,,,,,STB,BEGGRP,SAVE AS START OF GRAPHIC PAGE
3015,,966C,39,,,,,,L966C,RTS,,
3016,,966D,7E,B4,4A,,,,L966D,JMP,LB44A,‘ILLEGAL FUNCTION CALL'
3017,,,,,,,,,,,,
3018,,,,,,,,,* SCREEN,,,
3019,,9670,81,2C,,,,,SCREEN,CMPA,"#','",CHECK FOR A COMMA
3020,,9672,27,0B,,,,,,BEQ,L967F,BRANCH IF COMMA - FIRST ARGUMENT MISSING
3021,,9674,BD,B7,0B,,,,,JSR,EVALEXPB,EVALUATE EXPRESSION
3022,,9677,5D,,,,,,,TSTB,,"ZERO FLAG SET IF ALPHA, NOT SET IF GRAPHIC SCREEN"
3023,,9678,BD,95,AA,,,,,JSR,L95AA,SET UP THE SAM & VDG FOR PROPER GRAPHIC MODE
3024,,967B,9D,A5,,,,,,JSR,GETCCH,GET NEXT CHARACTER
3025,,967D,27,ED,,,,,,BEQ,L966C,RETURN IF NOTHING ELSE ON LINE
3026,,967F,BD,B7,38,,,,L967F,JSR,LB738,CHECK FOR COMMA AND EVALUATE EXPRESSION
3027,,9682,5D,,,,,,,TSTB,,SET FLAGS
3028,,9683,27,02,,,,,,BEQ,L9687,BRANCH IF COLOR SET ZERO
3029,,9685,C6,08,,,,,,LDB,#$08,VALUE FOR COLOR SET ONE
3030,,9687,D7,C1,,,,,L9687,STB,CSSVAL,SAVE IN VDG CSS RAM IMAGE
3031,,9689,20,8B,,,,,,BRA,L9616,GO SET IT INTO PIA
3032,,,,,,,,,,,,
3033,,,,,,,,,* PCLEAR,,,
3034,,968B,BD,B7,0B,,,,PCLEAR,JSR,EVALEXPB,"EVALUATE EXPRESSION, RETURN VALUE IN ACCB"
3035,,968E,5D,,,,,,,TSTB,,SET FLAGS
3036,,968F,27,DC,,,,,,BEQ,L966D,BRANCH IF PCLEAR0 - ‘FC’ ERROR
3037,,9691,C1,09,,,,,,CMPB,#$09,TRYING TO CLEAR MORE THAN 8 PAGES?
3038,,9693,24,D8,,,,,,BCC,L966D,YES ‘ILLEGAL FUNCTION CALL’
3039,,9695,86,06,,,,,,LDA,#$06,6 X 256 (1.5K) PER GRAPHIC PAGE
3040,,9697,3D,,,,,,,MUL,,MULT BY NUMBER OF PAGES
3041,,9698,DB,BC,,,,,,ADDB,GRPRAM,ADD IN START OF GRAPHIC RAM
3042,,969A,1F,98,,,,,,TFR,"B,A",MOVE B TO MSB OF REG ACCD
