1201,,89FC,BD,AF,67,,,,L89FC,JSR,LAF67,STRIP A DECIMAL NUMBER FROM BASIC INPUT LINE
1202,,89FF,9E,2B,,,,,,LDX,BINVAL,GET BINARY VALUE
1203,,8A01,39,,,,,,,RTS,,
1204,,8A02,9E,D1,,,,,L8A02,LDX,VD1,GET CURRENT OLD NUMBER BEING RENUMBERED
1205,,8A04,9F,2B,,,,,L8A04,STX,BINVAL,SAVE THE LINE NUMBER BEING SEARCHED FOR
1206,,8A06,7E,AD,01,,,,,JMP,LAD01,GO FIND THE LINE NUMBER IN BASIC PROGRAM
1207,,,,,,,,,,,,
1208,,,,,,,,,* RENUM,,,
1209,,8A09,BD,AD,26,,,,RENUM,JSR,LAD26,ERASE VARIABLES
1210,,8A0C,CC,00,0A,,,,,LDD,#10,DEFAULT LINE NUMBER INTERVAL
1211,,8A0F,DD,D5,,,,,,STD,VD5,SAVE DEFAULT RENUMBER START LINE NUMBER
1212,,8A11,DD,CF,,,,,,STD,VCF,SAVE DEFAULT INTERVAL
1213,,8A13,5F,,,,,,,CLRB,,NOW ACCD = 0
1214,,8A14,DD,D1,,,,,,STD,VD1,DEFAULT LINE NUMBER OF WHERE TO START RENUMBERING
1215,,8A16,9D,A5,,,,,,JSR,GETCCH,GET CURRENT INPUT CHARACTER
1216,,8A18,24,06,,,,,,BCC,L8A20,BRANCH IF NOT NUMERIC
1217,,8A1A,8D,E0,,,,,,BSR,L89FC,CONVERT DECIMAL NUMBER IN BASIC PROGRAM TO BINARY
1218,,8A1C,9F,D5,,,,,,STX,VD5,SAVE LINE NUMBER WHERE RENUMBERING STARTS
1219,,8A1E,9D,A5,,,,,,JSR,GETCCH,GET CURRENT INPUT CHARACTER
1220,,8A20,27,1B,,,,,L8A20,BEQ,L8A3D,BRANCH IF END OF LINE
1221,,8A22,BD,B2,6D,,,,,JSR,SYNCOMMA,SYNTAX CHECK FOR COMMA
1222,,8A25,24,06,,,,,,BCC,L8A2D,BRANCH IF NEXT CHARACTER NOT NUMERIC
1223,,8A27,8D,D3,,,,,,BSR,L89FC,CONVERT DECIMAL NUMBER IN BASIC PROGRAM TO BINARY
1224,,8A29,9F,D1,,,,,,STX,VD1,SAVE NEW RENUMBER LINE
1225,,8A2B,9D,A5,,,,,,JSR,GETCCH,GET CURRENT INPUT CHARACTER
1226,,8A2D,27,0E,,,,,L8A2D,BEQ,L8A3D,BRANCH IF END OF LINE
1227,,8A2F,BD,B2,6D,,,,,JSR,SYNCOMMA,SYNTAX CHECK FOR COMMA
1228,,8A32,24,06,,,,,,BCC,L8A3A,BRANCH IF NEXT CHARACTER NOT NUMERIC
1229,,8A34,8D,C6,,,,,,BSR,L89FC,CONVERT DECIMAL NUMBER IN BASIC PROGRAM TO BINARY
1230,,8A36,9F,CF,,,,,,STX,VCF,SAVE NEW INTERVAL
1231,,8A38,27,49,,,,,,BEQ,L8A83,‘FC' ERROR
1232,,8A3A,BD,A5,C7,,,,L8A3A,JSR,LA5C7,CHECK FOR MORE CHARACTERS ON LINE - ‘SYNTAX’ ERROR IF ANY
1233,,8A3D,8D,C3,,,,,L8A3D,BSR,L8A02,GO GET ADDRESS OF OLD NUMBER BEING RENUMBERED
1234,,8A3F,9F,D3,,,,,,STX,VD3,SAVE ADDRESS
1235,,8A41,9E,D5,,,,,,LDX,VD5,GET NEXT RENUMBERED LINE NUMBER TO USE
1236,,8A43,8D,BF,,,,,,BSR,L8A04,FIND THE LINE NUMBER IN THE BASIC PROGRAM
1237,,8A45,9C,D3,,,,,,CMPX,VD3,COMPARE TO ADDRESS OF OLD LINE NUMBER
1238,,8A47,25,3A,,,,,,BLO,L8A83,‘FC’ ERROR IF NEW ADDRESS < OLD ADDRESS
1239,,8A49,8D,1C,,,,,,BSR,L8A67,MAKE SURE RENUMBERED LINE NUMBERS WILL BE IN RANGE
1240,,8A4B,BD,8A,DD,,,,,JSR,L8ADD,CONVERT ASCII LINE NUMBERS TO ‘EXPANDED’ BINARY
1241,,8A4E,BD,AC,EF,,,,,JSR,LACEF,RECALCULATE NEXT LINE RAM ADDRESSES
1242,,8A51,8D,AF,,,,,,BSR,L8A02,GET RAM ADDRESS OF FIRST LINE TO BE RENUMBERED
1243,,8A53,9F,D3,,,,,,STX,VD3,SAVE IT
1244,,8A55,8D,3A,,,,,,BSR,L8A91,MAKE SURE LINE NUMBERS EXIST
1245,,8A57,8D,0F,,,,,,BSR,L8A68,INSERT NEW LINE NUMBERS IN LINE HEADERS
1246,,8A59,8D,36,,,,,,BSR,L8A91,INSERT NEW LINE NUMBERS IN PROGRAM STATEMENTS
1247,,8A5B,BD,8B,7B,,,,,JSR,L8B7B,CONVERT PACKED BINARY LINE NUMBERS TO ASCII
1248,,8A5E,BD,AD,26,,,,,JSR,LAD26,ERASE VARIABLES
1249,,8A61,BD,AC,EF,,,,,JSR,LACEF,RECALCULATE NEXT LINE RAM ADDRESS
1250,,8A64,7E,AC,73,,,,,JMP,LAC73,GO BACK TO BASIC’S MAIN LOOP
1251,,8A67,86,,,,,,L8A67,FCB,SKP1LD,SKIP ONE BYTE - LDA #$4F
1252,,8A68,4F,,,,,,L8A68,CLRA,,NEW LINE NUMBER FLAG - 0; INSERT NEW LINE NUMBERS
1253,,8A69,97,D8,,,,,,STA,VD8,SAVE NEW LINE NUMBER FLAG; 0 = INSERT NEW NUMBERS
1254,,8A6B,9E,D3,,,,,,LDX,VD3,GET ADDRESS OF OLD LINE NUMBER BEING RENUMBERED
1255,,8A6D,DC,D5,,,,,,LDD,VD5,GET THE CURRENT RENUMBERED LINE NUMBER
1256,,8A6F,8D,15,,,,,,BSR,L8A86,RETURN IF END OF PROGRAM
1257,,8A71,0D,D8,,,,,L8A71,TST,VD8,CHECK NEW LINE NUMBER FLAG
1258,,8A73,26,02,,,,,,BNE,L8A77,BRANCH IF NOT INSERTING NEW LINE NUMBERS
1259,,8A75,ED,02,,,,,,STD,"$02,X",STORE THE NEW LINE NUMBER IN THE BASIC PROGRAM
1260,,8A77,AE,84,,,,,L8A77,LDX,",X",POINT X TO THE NEXT LINE IN BASIC
1261,,8A79,8D,0B,,,,,,BSR,L8A86,RETURN IF END OF PROGRAM
1262,,8A7B,D3,CF,,,,,,ADDD,VCF,ADD INTERVAL TO CURRENT RENUMBERED LINE NUMBER
1263,,8A7D,25,04,,,,,,BLO,L8A83,‘FC’ ERROR IF LINE NUMBER > $FFFF
1264,,8A7F,81,FA,,,,,,CMPA,#MAXLIN,LARGEST LINE NUMBER = $F9FF
1265,,8A81,25,EE,,,,,,BLO,L8A71,BRANCH IF LEGAL LINE NUMBER
1266,,8A83,7E,B4,4A,,,,L8A83,JMP,LB44A,‘FC’ ERROR IF LINE NUMBER MS BYTE > $F9
1267,,,,,,,,,* TEST THE TWO BYTES POINTED TO BY (X).,,,
1268,,,,,,,,,* NORMAL RETURN IF <> 0. IF = 0 (END OF,,,
1269,,,,,,,,,* PROGRAM) RETURN IS PULLED OFF STACK AND,,,
1270,,,,,,,,,* YOU RETURN TO PREVIOUS SUBROUTINE CALL.,,,
1271,,8A86,34,06,,,,,L8A86,PSHS,"B,A",SAVE ACCD
1272,,8A88,EC,84,,,,,,LDD,",X",TEST THE 2 BYTES POINTED TO BY X
1273,,8A8A,35,06,,,,,,PULS,"A,B",RESTORE ACCD
1274,,8A8C,26,02,,,,,,BNE,L8A90,BRANCH IF NOT END OF PROGRAM
1275,,8A8E,32,62,,,,,,LEAS,"$02,S",PURGE RETURN ADDRESS FROM STACK
1276,,8A90,39,,,,,,L8A90,RTS,,
1277,,8A91,9E,19,,,,,L8A91,LDX,TXTTAB,GET START OF BASIC PROGRAM
1278,,8A93,30,1F,,,,,,LEAX,"$-01,X",MOVE POINTER BACK ONE
1279,,8A95,30,01,,,,,L8A95,LEAX,"$01,X",MOVE POINTER UP ONE
1280,,8A97,8D,ED,,,,,,BSR,L8A86,RETURN IF END OF PROGRAM
1281,,8A99,30,03,,,,,L8A99,LEAX,"$03,X",SKIP OVER NEXT LINE ADDRESS AND LINE NUMBER
1282,,8A9B,30,01,,,,,L8A9B,LEAX,"$01,X",MOVE POINTER TO NEXT CHARACTER
1283,,8A9D,A6,84,,,,,,LDA,",X",CHECK CURRENT CHARACTER
1284,,8A9F,27,F4,,,,,,BEQ,L8A95,BRANCH IF END OF LINE
1285,,8AA1,9F,0F,,,,,,STX,TEMPTR,SAVE CURRENT POINTER
1286,,8AA3,4A,,,,,,,DECA,,=
1287,,8AA4,27,0C,,,,,,BEQ,L8AB2,=BRANCH IF START OF PACKED NUMERIC LINE
1288,,8AA6,4A,,,,,,,DECA,,*
1289,,8AA7,27,2A,,,,,,BEQ,L8AD3,*BRANCH IF LINE NUMBER EXISTS
1290,,8AA9,4A,,,,,,,DECA,,=
